Date,Open,High,Low,Close,Volume
1980-12-12,0.09872594475746155,0.09915516417440577,0.09872594475746155,0.09872594475746155,469033600
1980-12-15,0.09400455538338985,0.09400455538338985,0.09357533603906631,0.09357533603906631,175884800
1980-12-16,0.08713632135240351,0.08713632135240351,0.08670710772275925,0.08670710772275925,105728000
1980-12-17,0.0888531431555748,0.08928236230283754,0.0888531431555748,0.0888531431555748,86441600
1980-12-18,0.09142924100160599,0.09185845454209865,0.09142924100160599,0.09142924100160599,73449600
1980-12-19,0.09700903296470642,0.09743825217994954,0.09700903296470642,0.09700903296470642,48630400
1980-12-22,0.10173042863607407,0.10216041583891095,0.10173042863607407,0.10173042863607407,37363200
1980-12-23,0.1060233935713768,0.1064526129746241,0.1060233935713768,0.1060233935713768,46950400
1980-12-24,0.11160317063331604,0.11203238987967153,0.11160317063331604,0.11160317063331604,48003200
1980-12-26,0.12190507352352142,0.12233429256493371,0.12190507352352142,0.12190507352352142,55574400
1980-12-29,0.12362203747034073,0.1240512568563284,0.12362203747034073,0.12362203747034073,93161600
1980-12-30,0.1210467317101298,0.1210467317101298,0.12061752378940582,0.12061752378940582,68880000
1980-12-31,0.1176129940304219,0.1176129940304219,0.11718377470970155,0.11718377470970154,35750400
1981-01-02,0.11847140640020369,0.11932984493433463,0.11847140640020369,0.1184714064002037,21660800
1981-01-05,0.11632526119464166,0.11632526119464166,0.11589605361223221,0.11589605361223221,35728000
1981-01-06,0.11117397131312769,0.11117397131312769,0.11074475198984146,0.11074475198984146,45158400
1981-01-07,0.1064526129746241,0.1064526129746241,0.1060233935713768,0.1060233935713768,55686400
1981-01-08,0.1043065213513008,0.1043065213513008,0.10387731343507767,0.10387731343507767,39827200
1981-01-09,0.1094571053981781,0.1098863247211355,0.1094571053981781,0.1094571053981781,21504000
1981-01-12,0.10945710649660394,0.10945710649660394,0.10859867930412291,0.10859867930412292,23699200
1981-01-13,0.10516498134582807,0.10516498134582807,0.10473576188087463,0.10473576188087463,23049600
1981-01-14,0.10516493767499924,0.10559415696171492,0.10516493767499924,0.10516493767499924,14291200
1981-01-15,0.10731101036071777,0.10816943737382229,0.10731101036071777,0.10731101036071777,14067200
1981-01-16,0.10688177363167269,0.10688177363167269,0.10645255446434021,0.10645255446434021,13395200
1981-01-19,0.11289085447788239,0.11332007386707248,0.11289085447788239,0.11289085447788239,41574400
1981-01-20,0.1098863247211355,0.1098863247211355,0.1094571053981781,0.1094571053981781,30083200
1981-01-21,0.11160317063331604,0.11246159766398076,0.11160317063331604,0.11160317063331604,15904000
1981-01-22,0.11289085447788239,0.11374929325626255,0.11289085447788239,0.11289085447788239,35548800
1981-01-23,0.11289085336523391,0.11332007275019362,0.1124616339802742,0.1124616339802742,11222400
1981-01-26,0.11117397131312769,0.11117397131312769,0.11074475198984146,0.11074475198984146,24640000
1981-01-27,0.11074477561518176,0.11074477561518176,0.10988634824752808,0.10988634824752808,23699200
1981-01-28,0.10688177363167269,0.10688177363167269,0.10645255446434021,0.10645255446434021,28156800
1981-01-29,0.10301882641596055,0.10301882641596055,0.10258960723876953,0.10258960723876953,43904000
1981-01-30,0.09786747139519267,0.09786747139519267,0.09700903296470642,0.09700903296470642,46188800
1981-02-02,0.09185845454209865,0.09185845454209865,0.09142924100160599,0.09142924100160599,23766400
1981-02-03,0.09486300498247147,0.09529221867106591,0.09486300498247147,0.09486300498247147,19152000
1981-02-04,0.09829670935869217,0.09872591719375322,0.09829670935869217,0.09829670935869217,27865600
1981-02-05,0.09829670935869217,0.09915513649086187,0.09829670935869217,0.09829670935869217,7929600
1981-02-06,0.09872594475746155,0.09915516417440577,0.09872594475746155,0.09872594475746155,13865600
1981-02-09,0.09443376899668895,0.09443376899668895,0.09357533603906631,0.09357533603906631,16755200
1981-02-10,0.09357533603906631,0.09400455538338985,0.09357533603906631,0.09357533603906631,18345600
1981-02-11,0.09100003596576853,0.09100003596576853,0.09057082235813141,0.09057082235813141,13843200
1981-02-12,0.09014159375426285,0.09014159375426285,0.08971160650253296,0.08971160650253296,14560000
1981-02-13,0.0884239366450373,0.0884239366450373,0.08756550401449203,0.08756550401449203,11155200
1981-02-17,0.08971160650253296,0.09014159375426285,0.08971160650253296,0.08971160650253296,12275200
1981-02-18,0.09357533603906631,0.09443376899668895,0.09357533603906631,0.09357533603906631,19241600
1981-02-19,0.08842398864879934,0.08842398864879934,0.0879947692155838,0.0879947692155838,22310400
1981-02-20,0.08370261536040668,0.08370261536040668,0.08327339589595795,0.08327339589595795,24371200
1981-02-23,0.08456101268529892,0.08499023199675151,0.08456101268529892,0.08456101268529892,14112000
1981-02-24,0.0824149845842658,0.0824149845842658,0.08155655115842819,0.08155655115842819,16979200
1981-02-25,0.08670710772275925,0.08713632135240351,0.08670710772275925,0.08670710772275925,19488000
1981-02-26,0.0879947692155838,0.08842398864879934,0.0879947692155838,0.0879947692155838,10841600
1981-02-27,0.09100006520748138,0.09185849842962658,0.09100006520748138,0.09100006520748138,14761600
1981-03-02,0.09142924100160599,0.09185845454209865,0.09142924100160599,0.09142924100160599,11760000
1981-03-03,0.09057079873549413,0.09057079873549413,0.09014157950878143,0.09014157950878143,16172800
1981-03-04,0.08971159953511042,0.08971159953511042,0.08928238600492477,0.08928238600492477,13708800
