date,high,low,sma_7,sma_21,ema_7,ema_21,returns,std_returns_21,std_returns_252,ema_12,ema_26,log_close
2020-01-02,72.77660582997152,71.46681974859514,70.33133479527065,67.36532665434338,70.49759188734271,67.99208894687895,0.022560105675443063,0.010519661347128919,0.01647680374151179,69.43114463586707,67.31330509422169,4.2865625390639455
2020-01-03,72.77174458511139,71.7839617851537,70.79582759312221,67.80319014049712,70.87547319712324,68.35727332684131,-0.009769801307924762,0.009711542513319796,0.015064838817385063,69.82775578826673,67.661143022536,4.27679273775602
2020-01-06,72.62164622763687,70.87607527260708,71.33295440673828,68.24197605678013,71.3023320554352,68.74142199079856,0.007936738045040916,0.009703434990663944,0.014871376223469951,70.25162545628278,68.025718252746,4.284729475801061
2020-01-07,72.849246825379,72.02125352456737,71.62625122070312,68.6202370779855,71.53714142133714,69.05961722063896,-0.004713840474264182,0.009808650284146398,0.014875490958376055,70.55777069670742,68.33800353173096,4.280015635326797
2020-01-08,73.70627127642481,71.94375136900179,72.08936418805804,68.99469139462425,72.00376625277043,69.45452845031454,0.015957900522284612,0.00961417759134077,0.01486431150892924,70.99559685830171,68.71323591805239,4.295973535849082
2020-01-09,75.15648731833909,74.1323901596974,72.71572657993862,69.4870848882766,72.74352636499286,69.95528101861869,0.02101854403834595,0.009101286053781327,0.014881926196133427,71.605936834203,69.17616708720853,4.316992079887427
2020-01-10,75.69879404161257,74.62868922900458,73.2926265171596,69.96956380208333,73.34071056964308,70.42591576088915,0.0022579896070030604,0.009157981953736983,0.014881956028612251,72.14844858026312,69.61735939064447,4.319250069494431
2020-01-13,76.76405445807666,75.33079296168272,73.86710357666016,70.50207810174851,74.1898877093368,70.99968879430087,0.02113938338559349,0.009662623359242836,0.014904100831041187,72.85444404921003,70.14477122307213,4.340389452880024
2020-01-14,76.88510420958616,75.57774178905865,74.39454541887555,70.97729455857049,74.56771828749577,71.4270998149983,-0.013595308126158912,0.010651789483522375,0.014897043690562876,73.29240804501967,70.55635928224994,4.326794144753865
2020-01-15,76.38396369325629,74.94343907710318,74.79367392403739,71.39452144077846,74.7699907572478,71.78616421058972,-0.00429450105223724,0.01079098080830068,0.014864530604424678,73.61308498678648,70.91342956997246,4.3224996437016285
