date,close,low,open,sma_50,sma_200,sma_10,ema_10,upper_bb,middle_bb,obv,log_close,low_atr_pct
2020-02-12,3379.449951171875,3369.719970703125,3370.5,,,3315.3159912109377,3330.6836603522274,3386.1494798221347,3307.2849975585937,33281870000.0,8.125468238894388,86.03599087783476
2020-02-13,3373.93994140625,3360.52001953125,3365.89990234375,,,3324.343994140625,3338.5484387256856,3395.014577083756,3311.5174926757813,29780980000.0,8.123836462534399,90.25861354289079
2020-02-14,3380.159912109375,3366.14990234375,3378.080078125,,,3339.8079833984375,3346.114161159084,3403.3889038871907,3314.6849853515623,33200680000.0,8.125678298632884,99.25048666692032
2020-02-18,3370.2900390625,3355.610107421875,3369.0400390625,,,3351.9449951171873,3350.5097753233413,3408.509643902071,3316.7184814453126,29450280000.0,8.122754084646736,102.74833708979902
2020-02-19,3386.14990234375,3378.830078125,3380.389892578125,,,3360.8009765625,3356.9897984179606,3416.649431905322,3319.986474609375,33064480000.0,8.127448832931021,103.087333049929
2020-02-20,3373.22998046875,3341.02001953125,3380.449951171875,,,3364.65498046875,3359.9425587908313,3421.976657467151,3322.5604736328123,29045300000.0,8.123626015503024,100.83067179414039
2020-02-21,3337.75,3328.449951171875,3360.5,,,3363.8519775390623,3355.9075481015893,3422.8025708685823,3323.1709716796877,25136520000.0,8.113052206270204,105.98002518645528
2020-02-24,3225.889892578125,3214.64990234375,3257.610107421875,,,3353.669970703125,3332.26797437005,3427.4755206162995,3319.6919677734377,20285360000.0,8.078964126849764,86.56997087423323
2020-02-25,3128.2099609375,3118.77001953125,3238.93994140625,,,3331.2819580078126,3295.1665173823135,3446.8121313346164,3313.9209716796877,14688600000.0,8.04821622247441,73.99347540160207
2020-02-26,3116.389892578125,3108.989990234375,3139.89990234375,,,3307.145947265625,3262.6616765088243,3463.8027013853716,3305.928466796875,9203950000.0,8.044430525150881,69.79552574318436
2020-02-27,2978.760009765625,2977.389892578125,3062.5400390625,,,3267.076953125,3211.043191646424,3503.922506395293,3291.1964721679688,2139240000.0,7.999262388798619,55.64846532405812
2020-02-28,2954.219970703125,2855.840087890625,2916.89990234375,,,3225.1049560546876,3164.3480605658237,3533.3097249642087,3274.724475097656,-6430330000.0,7.990989925688966,47.131097690835055
2020-03-02,3090.22998046875,2945.18994140625,2974.280029296875,,,3196.111962890625,3150.872046002719,3538.157540716848,3267.9599731445314,-49000000.0,8.03600079445838,42.969055934403926
2020-03-03,3003.3701171875,2976.6298828125,3096.4599609375,,,3159.419970703125,3124.053513490861,3549.506974947139,3255.682482910156,-6425510000.0,8.007490309535465,38.01779192741574
2020-03-04,3130.1201171875,3034.3798828125,3045.75,,,3133.8169921875,3125.1565323447953,3545.3933722185307,3247.308984375,-1352490000.0,8.048826658896099,35.400515250298
2020-03-05,3023.93994140625,2999.830078125,3075.699951171875,,,3098.88798828125,3106.753515810514,3542.15883300903,3231.771484375,-6931780000.0,8.014315876456116,32.163852880629584
2020-03-06,2972.3701171875,2901.5400390625,2954.199951171875,,,3062.35,3082.320170606329,3538.376534675093,3213.1009887695313,-13487020000.0,7.997114932803731,28.73625620541531
2020-03-09,2746.56005859375,2734.429931640625,2863.889892578125,,,3014.4170166015624,3021.2728775131327,3562.63545510926,3184.043493652344,-21928310000.0,7.918104519863359,23.529351300713323
2020-03-10,2882.22998046875,2734.0,2813.47998046875,,,2989.8190185546873,2995.9923507777903,3552.5894351415754,3160.55048828125,-14286270000.0,7.966319572289218,21.84266719943335
2020-03-11,2741.3798828125,2707.219970703125,2825.60009765625,,,2952.318017578125,2949.6991747841007,3550.7529848138297,3129.731982421875,-21717470000.0,7.916216679480613,20.168406772896617
2020-03-12,2480.639892578125,2478.860107421875,2630.860107421875,,,2902.506005859375,2864.4156689284687,3575.6808607962166,3084.7914794921876,-30568280000.0,7.81627182707814,16.549613007700728
2020-03-13,2711.02001953125,2492.3701171875,2569.989990234375,3197.861791992188,,2878.1860107421876,2836.525550856247,3549.4380212087917,3051.6454833984376,-22269210000.0,7.905080234027375,15.82773011994182
2020-03-16,2386.1298828125,2380.93994140625,2508.590087890625,3180.4273876953125,,2807.7760009765625,2754.635429393747,3554.1344478587366,3001.943981933594,-30074660000.0,7.777428036554558,13.851761903607263
2020-03-17,2529.18994140625,2367.0400390625,2425.659912109375,3166.3141845703126,,2760.3579833984377,2713.6453406687474,3521.4967849758164,2959.8889770507812,-21704410000.0,7.83565434919025,13.151318178559178
2020-03-18,2398.10009765625,2280.52001953125,2436.5,3149.3505859375,,2687.1559814453126,2656.2734783028386,3487.047480530755,2910.4864868164063,-30503710000.0,7.78243207685817,12.142143538118086
2020-03-19,2409.389892578125,2319.780029296875,2393.47998046875,3132.79478515625,,2625.7009765625,2611.385553625618,3437.2083485710245,2862.294482421875,-22547610000.0,7.787128837828571,12.238215888271942
2020-03-20,2304.919921875,2295.56005859375,2431.93994140625,3113.8321826171878,,2558.95595703125,2555.66452967096,3390.9806998056138,2810.652978515625,-31601560000.0,7.742801213775204,12.057372741920577
2020-03-23,2237.39990234375,2191.860107421875,2290.7099609375,3093.086181640625,,2508.03994140625,2497.798233793285,3359.767214924789,2761.228479003906,-39012940000.0,7.713069712765627,11.719477592436206
2020-03-24,2447.330078125,2344.43994140625,2344.43994140625,3076.72578125,,2464.549951171875,2488.6222054899604,3315.7284542045777,2727.1844848632813,-31449790000.0,7.80275294528359,12.142459584011931
2020-03-25,2475.56005859375,2407.530029296875,2457.77001953125,3060.474384765625,,2437.96796875,2486.2472696906493,3264.9185415925367,2695.1429931640623,-23149780000.0,7.8142219357044125,12.316127927778279
2020-03-26,2630.070068359375,2500.719970703125,2501.2900390625,3047.4127880859373,,2452.910986328125,2512.3968694485993,3232.854876359279,2677.70849609375,-15382790000.0,7.874765766778659,12.612882615927097
2020-03-27,2541.469970703125,2520.02001953125,2555.8701171875,3032.45638671875,,2435.9559814453123,2517.682887858513,3200.121956813742,2657.07099609375,-21584460000.0,7.8404979212370325,13.324125414269687
2020-03-30,2626.64990234375,2545.280029296875,2558.97998046875,3018.65318359375,,2460.0079833984373,2537.495072310374,3139.2780114743446,2633.8919921875,-15833340000.0,7.873464511807008,13.760450851181758
2020-03-31,2584.590087890625,2571.14990234375,2614.68994140625,3003.7525830078125,,2465.547998046875,2546.0578024158735,3089.235028956286,2612.952990722656,-22409550000.0,7.857322201018592,14.486403327391983
2020-04-01,2470.5,2447.489990234375,2498.080078125,2986.7467822265626,,2472.78798828125,2532.320020158442,2995.976547972844,2579.9719848632812,-28373550000.0,7.812175838285805,14.52270122976765
2020-04-02,2526.89990234375,2455.7900390625,2458.5400390625,2970.8497802734373,,2484.5389892578123,2531.334544192134,2918.067814457435,2555.119982910156,-21909360000.0,7.834748495342765,15.584263023070825
2020-04-03,2488.64990234375,2459.9599609375,2514.919921875,2954.1119775390625,,2502.9119873046875,2523.5737002197006,2839.8925379556654,2530.933972167969,-28006330000.0,7.81949563451682,17.622575854847803
2020-04-06,2663.679931640625,2574.570068359375,2578.280029296875,2941.4761767578125,,2545.539990234375,2549.0475604780504,2826.1427348754237,2526.7899658203123,-21602490000.0,7.887463878661651,18.43125800240097
2020-04-07,2659.409912109375,2657.669921875,2738.64990234375,2929.79177734375,,2566.7479736328123,2569.1134425928367,2775.1979592033467,2515.648962402344,-28652900000.0,7.885859539613288,20.600496705235468
2020-04-08,2749.97998046875,2663.300048828125,2685.0,2919.2665771484376,,2594.1899658203124,2601.9982676611844,2777.146501925875,2516.078967285156,-22777190000.0,7.919348910804573,21.18185063607571
2020-04-09,2789.820068359375,2762.360107421875,2776.989990234375,2909.59498046875,,2610.1649658203123,2636.1476859699465,2817.782602770787,2531.537976074219,-14877640000.0,7.933732381108273,23.137694929930248
2020-04-13,2761.6298828125,2721.169921875,2782.4599609375,2899.1543798828125,,2632.18095703125,2658.9626308504107,2827.421616578896,2534.068469238281,-20197170000.0,7.923576321663596,23.41481175149409
2020-04-14,2846.06005859375,2805.10009765625,2805.10009765625,2891.5651806640626,,2654.12197265625,2692.980344985563,2871.757362243538,2557.064978027344,-14581440000.0,7.953690881235903,26.095156610854037
2020-04-15,2783.360107421875,2761.5400390625,2795.639892578125,2882.253984375,,2673.998974609375,2709.4130290648923,2899.1240071034335,2569.773486328125,-19789440000.0,7.931414148563534,27.120246846387378
2020-04-16,2799.550048828125,2764.320068359375,2799.340087890625,2872.29318359375,,2706.9039794921873,2725.801578112753,2923.7999450269467,2589.845983886719,-14560630000.0,7.9372139864030755,29.62601072625765
2020-04-17,2874.56005859375,2830.8798828125,2842.429931640625,2863.0905859375,,2741.6699951171877,2752.848574563843,2958.156598422081,2613.1044921875,-8755820000.0,7.963654918424396,31.061742143531085
2020-04-20,2823.159912109375,2820.429931640625,2845.6201171875,2852.63818359375,,2775.12099609375,2765.632454117576,2964.9065638924444,2639.016491699219,-13984450000.0,7.945612072809048,31.85073778588612
2020-04-21,2736.56005859375,2727.10009765625,2784.81005859375,2840.815185546875,,2782.4090087890627,2760.346564022335,2934.8185562263325,2663.974499511719,-19105460000.0,7.9144569575727175,30.168454144508875
2020-04-22,2799.31005859375,2775.949951171875,2787.889892578125,2829.759584960937,,2796.3990234375,2767.430835762592,2939.243414586553,2681.5734985351564,-14020540000.0,7.937128258154854,32.19878061212931
2020-04-23,2797.800048828125,2794.260009765625,2810.419921875,2818.5605859375,,2801.1810302734375,2772.952510865416,2941.752731071244,2697.685498046875,-19794070000.0,7.936588690494658,33.14688812302702
2020-04-24,2836.739990234375,2791.760009765625,2812.639892578125,2807.70638671875,,2805.8730224609376,2784.550234387045,2957.20677627136,2708.018994140625,-14411260000.0,7.950410781061498,33.90055357890818
2020-04-27,2878.47998046875,2852.889892578125,2854.64990234375,2797.7971875,,2817.5580322265623,2801.6283700382637,2972.301237594141,2724.869494628906,-9207330000.0,7.965017649243234,39.32307848361227
2020-04-28,2863.389892578125,2860.7099609375,2909.9599609375,2787.461787109375,,2819.291015625,2812.857737772784,2986.846798100055,2736.706494140625,-14898490000.0,7.95976147905275,40.996123169889024
2020-04-29,2939.510009765625,2912.159912109375,2918.4599609375,2778.8461865234376,,2834.906005859375,2835.8854235896642,3009.223884106154,2754.452490234375,-8252850000.0,7.9859981830978235,42.159377920635954
2020-04-30,2912.429931640625,2892.469970703125,2930.909912109375,2769.371787109375,,2846.193994140625,2849.8026068716567,3004.1912797831646,2776.5489868164063,-14797830000.0,7.976743039778769,42.8287352021254
2020-05-01,2830.7099609375,2821.610107421875,2869.090087890625,2758.52138671875,,2841.808984375,2846.3312167018103,2989.2736821738426,2791.7394897460936,-19557640000.0,7.948282828763992,40.82233064283364
2020-05-04,2842.739990234375,2797.85009765625,2815.010009765625,2748.6211865234377,,2843.7669921875,2845.6782664350035,2950.559230335461,2809.443994140625,-14821710000.0,7.952523651342842,42.39902834187842
2020-05-05,2868.43994140625,2863.550048828125,2868.8798828125,2741.4721875,,2856.95498046875,2849.816752793412,2945.939332022763,2819.681994628906,-9681420000.0,7.961523586540622,44.80249431126778
2020-05-06,2848.419921875,2847.64990234375,2883.139892578125,2735.87638671875,,2861.865966796875,2849.5627835355185,2932.1442081080913,2829.1324951171873,-14573990000.0,7.954519706141579,44.49056559564051
2020-05-07,2881.18994140625,2876.47998046875,2878.260009765625,2731.1723876953124,,2870.2049560546875,2855.3131758756517,2934.3247522613246,2835.6929931640625,-9395200000.0,7.96595866189647,46.29297719911393
2020-05-08,2929.800048828125,2902.8798828125,2908.830078125,2730.1931884765627,,2879.5109619140626,2868.856243685192,2947.0118967715293,2842.6919921875,-4519170000.0,7.982689456961696,46.88817975965908
2020-05-11,2930.18994140625,2903.43994140625,2915.4599609375,2729.712587890625,,2884.6819580078127,2880.0078250890206,2955.1175079101663,2851.1199951171875,300560000.0,7.982822526328487,50.09015302487677
2020-05-12,2870.1201171875,2869.590087890625,2939.5,2725.310390625,,2885.35498046875,2878.2100600160165,2956.614772119155,2852.322998046875,-4819070000.0,7.962109160556439,49.64750446681523
2020-05-13,2820.0,2793.14990234375,2865.860107421875,2721.64298828125,,2873.4039794921873,2867.6264127403774,2954.758812214307,2854.154992675781,-10970720000.0,7.944492163932159,46.57800320813689
2020-05-14,2852.5,2766.639892578125,2794.5400390625,2716.0905859375,,2867.410986328125,2864.8761558784904,2954.256578676453,2856.802490234375,-5319590000.0,7.955951081736231,44.27887703437672
2020-05-15,2863.699951171875,2816.780029296875,2829.949951171875,2712.8857861328124,,2870.7099853515624,2864.6623004772878,2953.4323652436383,2856.259484863281,188110000.0,7.959869756939954,45.22351991887366
2020-05-18,2953.909912109375,2913.860107421875,2913.860107421875,2712.51658203125,,2881.8269775390627,2880.889138955849,2967.485178569107,2862.796984863281,6561780000.0,7.990884965710027,44.537389521056
2020-05-19,2922.93994140625,2922.35009765625,2948.590087890625,2716.0441796875,,2887.2769775390625,2888.534739401376,2962.385165483888,2872.1159790039064,1577450000.0,7.980345217998428,47.22498928429217
2020-05-20,2971.610107421875,2953.6298828125,2953.6298828125,2717.8317822265626,,2899.59599609375,2903.6393517687393,2974.386354318842,2880.7309814453124,6582830000.0,7.996859208611843,47.16912273978844
2020-05-21,2948.510009765625,2938.570068359375,2969.949951171875,2721.974384765625,,2906.3280029296875,2911.7976532227185,2978.196926860575,2888.2664794921875,1606210000.0,7.98905524030189,49.82073278826271
2020-05-22,2955.449951171875,2933.590087890625,2948.050048828125,2731.4705859375,,2908.8929931640623,2919.7344346680193,2985.406652693121,2894.2019775390627,5577070000.0,7.991406185988702,51.1753267593594
2020-05-26,2991.77001953125,2988.169921875,3004.080078125,2737.0855859375,,2915.0510009765626,2932.831813734061,3000.0883072829215,2899.8664794921874,11425570000.0,8.003620471010162,51.43653522885548
2020-05-27,3036.1298828125,2969.75,3015.64990234375,2750.0855859375,,2931.6519775390625,2951.613280839232,3023.366260015692,2908.5034790039062,17823570000.0,8.018338918500477,49.711242359659884
2020-05-28,3029.72998046875,3023.39990234375,3046.610107421875,2760.09638671875,,2952.6249755859376,2965.8163171355077,3038.946816404517,2913.0144775390627,12376550000.0,8.016228779175558,51.112255496059724
2020-05-29,3044.31005859375,2998.610107421875,3025.169921875,2773.0205859375,,2971.8059814453127,2980.0879064915516,3057.929371229861,2919.6084838867187,19674100000.0,8.021029572727866,50.718289989119086
2020-06-01,3055.72998046875,3031.5400390625,3038.780029296875,2785.9473876953125,,2991.008984375,2993.841010851042,3074.9134701373296,2930.859484863281,24358270000.0,8.024773789206229,51.91311930298589
2020-06-02,3080.820068359375,3051.639892578125,3064.780029296875,2801.465390625,,3003.7,3009.655384943466,3094.8468727767845,2942.7634887695312,29555420000.0,8.03295109648863,55.43037106207428
2020-06-03,3122.8701171875,3098.89990234375,3098.89990234375,2819.174794921875,,3023.693017578125,3030.239881715108,3122.412796708696,2955.484997558594,35560980000.0,8.046507767301192,58.637354036299705
2020-06-04,3112.35009765625,3090.409912109375,3111.56005859375,2832.4751953125,,3037.7670166015623,3045.1690118862243,3141.299711041519,2968.681506347656,29109690000.0,8.043133378217583,62.502897720619664
2020-06-05,3193.929931640625,3163.840087890625,3163.840087890625,2846.842592773437,,3062.3090087890623,3072.2164518415702,3177.8007980956977,2984.318505859375,37748990000.0,8.06900739103922,59.58591251119532
2020-06-08,3232.389892578125,3196.0,3199.919921875,2858.8889892578127,,3090.0030029296877,3101.3388956118524,3219.068628735135,2999.447998046875,46247290000.0,8.080977047445025,65.97761235402922
2020-06-09,3207.179931640625,3193.110107421875,3213.320068359375,2872.2031884765624,,3111.543994140625,3120.5827203443564,3248.1105347648063,3013.297497558594,39836360000.0,8.073147304025303,66.16969486277533
2020-06-10,3190.139892578125,3181.489990234375,3213.419921875,2883.47298828125,,3126.9449951171873,3133.229478932314,3266.506685935261,3029.298486328125,33237490000.0,8.067820048290121,67.48417922505372
2020-06-11,3002.10009765625,2999.489990234375,3123.530029296875,2891.8231884765623,,3124.1820068359375,3109.3877732457568,3255.9417745052065,3038.4034912109373,26200170000.0,8.007067355293833,51.795764740176125
2020-06-12,3041.31005859375,2984.469970703125,3071.0400390625,2903.2393896484373,,3123.8820068359373,3097.0100069453915,3247.9841458700093,3047.843994140625,32045500000.0,8.020043641899044,46.86671415188094
2020-06-15,3066.590087890625,2965.659912109375,2993.760009765625,2914.033193359375,,3124.968017578125,3091.4791125717975,3239.4627794638495,3057.9885009765626,37802980000.0,8.028321502717219,44.199996621248445
2020-06-16,3124.739990234375,3076.06005859375,3131.0,2926.754995117188,,3129.360009765625,3097.526544874084,3243.633834113201,3066.5300048828126,43648790000.0,8.04710635558393,44.872800574107806
2020-06-17,3113.489990234375,3108.030029296875,3136.1298828125,2935.7511962890626,,3128.4219970703125,3100.4289894850453,3241.3454376034483,3076.057507324219,39088340000.0,8.0434995593513,45.92005035500225
2020-06-18,3115.340087890625,3093.510009765625,3101.639892578125,2944.869799804688,,3128.72099609375,3103.1400982860596,3242.115933323636,3083.244006347656,43537030000.0,8.044093602755103,46.89677800210593
2020-06-19,3097.739990234375,3083.110107421875,3140.2900390625,2951.825,,3119.102001953125,3102.1582604584805,3237.0918778690875,3090.7055053710938,35190380000.0,8.038428089189429,44.71611651015837
2020-06-22,3117.860107421875,3079.389892578125,3094.419921875,2958.38580078125,,3107.6490234375,3105.013141724552,3231.6938458548425,3098.8260131835937,39877070000.0,8.044902182486087,44.10924714207744
2020-06-23,3131.2900390625,3127.1201171875,3138.699951171875,2965.77900390625,,3100.0600341796876,3109.7907594223607,3229.809223789744,3105.8020141601564,44588920000.0,8.049200351677571,45.40052241029792
2020-06-24,3050.330078125,3032.1298828125,3114.39990234375,2969.864404296875,,3086.079052734375,3098.979726459204,3229.069592214512,3106.5120239257812,38991240000.0,8.023005086081909,41.41610434675731
2020-06-25,3083.760009765625,3024.010009765625,3046.60009765625,2975.87240234375,,3094.2450439453123,3096.2125052421893,3227.177924657418,3109.213525390625,43838930000.0,8.033904913810126,42.85774695889845
2020-06-26,3009.050048828125,3004.6298828125,3073.199951171875,2980.06240234375,,3091.01904296875,3080.3647858941777,3230.1991265988813,3107.4505249023437,35731080000.0,8.009379709535295,40.92865838753946
2020-06-29,3053.239990234375,2999.739990234375,3018.590087890625,2983.6360009765626,,3089.684033203125,3075.4330048651227,3230.2890714184055,3107.326025390625,40205050000.0,8.023958597648829,40.27926917249078
2020-06-30,3100.2900390625,3047.830078125,3050.199951171875,2989.178603515625,,3087.2390380859374,3079.952465628282,3230.7148324453597,3108.299523925781,44910900000.0,8.039250947084584,40.08307843955239
2020-07-01,3115.860107421875,3101.169921875,3105.919921875,2996.764604492188,,3087.4760498046876,3086.481127772571,3230.235524755214,3107.9490234375,49360130000.0,8.044260511060456,48.131881420830254
2020-07-02,3130.010009765625,3124.52001953125,3143.639892578125,3003.378603515625,,3088.9430419921873,3094.3954699531264,3231.4873622297673,3108.8320190429686,53557850000.0,8.048791481537272,51.582260001284
2020-07-06,3179.719970703125,3155.2900390625,3155.2900390625,3011.017001953125,,3097.1410400390623,3109.909015544035,3228.9478565971754,3108.1215209960938,58317010000.0,8.064548412369435,56.164686300943366
2020-07-07,3145.320068359375,3142.929931640625,3166.43994140625,3017.188603515625,,3099.8870361328127,3116.3473887831874,3211.9873098693924,3103.768029785156,53745680000.0,8.053670934499792,59.39104172474677
2020-07-08,3169.93994140625,3136.530029296875,3153.070068359375,3023.017802734375,,3103.7520263671877,3126.0914892601077,3204.0553548021257,3101.9060302734374,58682990000.0,8.061467920763222,59.09938528630123
2020-07-09,3152.050048828125,3115.699951171875,3176.169921875,3028.791005859375,,3113.9240234375,3130.8112273633833,3196.7786932808112,3100.0015380859377,53839340000.0,8.055808329287027,55.879845634038574
2020-07-10,3185.0400390625,3136.219970703125,3152.469970703125,3033.7016064453123,,3124.0520263671874,3140.671011308677,3201.671605079539,3109.14853515625,58363530000.0,8.066220139061471,57.86536004450504
2020-07-13,3155.219970703125,3149.429931640625,3205.080078125,3038.557407226562,,3138.6690185546877,3143.316276653122,3203.9219036677773,3114.844030761719,53461090000.0,8.056813493845413,54.899533751491795
2020-07-14,3197.52001953125,3127.659912109375,3141.110107421875,3045.8936083984377,,3153.097021484375,3153.171502630963,3214.4755218099112,3121.39052734375,57968230000.0,8.070130794428316,52.16552365622954
2020-07-15,3226.56005859375,3200.760009765625,3225.97998046875,3053.570009765625,,3165.7240234375,3166.514876442379,3230.2650805752273,3126.4815307617187,62655060000.0,8.07917185136467,57.37669712679466
2020-07-16,3215.570068359375,3198.590087890625,3208.360107421875,3060.5126123046875,,3175.69501953125,3175.434002245469,3242.1315398857014,3131.5855346679687,58682200000.0,8.075759936150556,59.96926337375097
2020-07-17,3224.72998046875,3205.64990234375,3224.2099609375,3068.0388134765626,,3185.1670166015624,3184.3969073769745,3254.4567006312896,3137.055029296875,62695050000.0,8.07860449873814,64.53151209100595
2020-07-20,3251.840087890625,3215.159912109375,3224.2900390625,3075.45181640625,,3192.3790283203125,3196.6593038340015,3270.74285644971,3144.7600341796874,66674390000.0,8.08697629599328,65.73428066881563
2020-07-21,3257.300048828125,3247.77001953125,3268.52001953125,3082.00181640625,,3203.5770263671875,3207.6848938329326,3286.140238968191,3151.73203125,71231000000.0,8.08865392532784,69.88739521025494
2020-07-22,3276.02001953125,3253.10009765625,3254.860107421875,3088.91841796875,,3214.1850341796876,3220.1094621417174,3303.4054522388415,3158.9685302734374,75498160000.0,8.094384555922312,70.21036186160474
2020-07-23,3235.659912109375,3222.659912109375,3271.639892578125,3096.229213867188,,3222.5460205078125,3222.936816681291,3307.2832291014324,3168.2350219726563,71201400000.0,8.081988177510066,68.77095502206026
2020-07-24,3215.6298828125,3200.050048828125,3218.580078125,3104.1418115234374,,3225.6050048828124,3221.6082832506017,3309.671225108655,3174.828515625,67511990000.0,8.07577853748579,70.10180412075759
2020-07-27,3239.409912109375,3214.25,3219.840087890625,3111.880009765625,,3234.0239990234377,3224.8449430431056,3300.3182200969004,3186.3465087890627,71482300000.0,8.083146466307273,71.99453160459126
2020-07-28,3218.43994140625,3216.169921875,3234.27001953125,3118.9748095703126,,3236.1159912109374,3223.6803972909497,3291.4526181274223,3194.6065063476562,67429120000.0,8.076652030888626,72.93840845229174
2020-07-29,3258.43994140625,3227.219970703125,3227.219970703125,3125.06541015625,,3239.3039794921874,3230.0003144028224,3292.8737144833785,3202.5140014648437,71907320000.0,8.08900381424037,75.35950870580416
2020-07-30,3246.219970703125,3204.1298828125,3231.760009765625,3131.5310107421874,,3242.3689697265627,3232.949342821059,3291.948842591683,3209.0319946289064,67642400000.0,8.085246512476914,74.36018574503201
2020-07-31,3271.1201171875,3220.260009765625,3270.449951171875,3137.5212109375,,3247.0079833984373,3239.889483614957,3294.815990561832,3216.0875,72649930000.0,8.09288774871909,79.19549467755928
2020-08-03,3294.610107421875,3284.530029296875,3288.260009765625,3144.443212890625,,3251.2849853515627,3249.8386879434875,3305.7058306955164,3221.8320068359376,77088870000.0,8.10004311138345,87.157475975343
2020-08-04,3306.510009765625,3286.3701171875,3289.919921875,3151.4644140625,,3256.2059814453123,3260.1425646384214,3313.7858055415595,3229.89150390625,81503250000.0,8.103648534409583,90.69421882948225
2020-08-05,3327.77001953125,3317.3701171875,3317.3701171875,3158.1844140625,,3261.3809814453125,3272.4384655280264,3327.149407013872,3237.7830078125,86038310000.0,8.1100576948451,92.22417747569332
