date,close,returns,square_returns,abs_returns,returns_2,vol_ratio7,vol_ratio14,vol_ratio30,cumulative_returns,rolling_volatility_7,log_returns
2022-06-28,20281.29,-0.0222378529940373,0.0004945221057844,0.0222378529940373,-0.0210839883691875,0.919556220863378,0.6330449236932303,0.68257821934908,0.6882455943885084,0.0304412022636878,-0.0224888419964646
2022-06-29,20123.01,-0.0078042373044319,6.0906119903886735e-05,0.0078042373044319,-0.0140464405717823,1.1493269390119667,0.8406310458831017,0.8328786478833249,0.6828743624461707,0.0270044666021795,-0.0078348497395381
2022-06-30,19942.21,-0.0089847393605628,8.072554137724781e-05,0.0089847393605628,-0.0222378529940373,1.3641296390261557,1.0250943673679516,0.9997659738133048,0.6767389142835813,0.0130200389549973,-0.0090253455381876
2022-07-01,19279.8,-0.033216479016117,0.0011033344782281,0.033216479016117,-0.0078042373044319,1.517312351713319,1.1981758807142608,1.1879373399407998,0.6542600303378909,0.014424161091744,-0.0337806752051044
2022-07-02,19252.81,-0.0013999107874561,1.9597502128361262e-06,0.0013999107874561,-0.0089847393605628,0.6329353876132789,0.5589971387629324,0.4923752034700885,0.6533441246636196,0.0109373578372717,-0.0014008915780152
2022-07-03,19315.83,0.0032732884186776,1.0714417071849483e-05,0.0032732884186776,-0.033216479016117,0.7032079150119839,0.6626465886070213,0.5452729671868916,0.6554827084202921,0.0126516387831575,0.0032679428719752
2022-07-04,20236.71,0.0476748863496934,0.001404873767318,0.0476748863496934,-0.0013999107874561,1.0092798105713816,1.002168311270361,0.7847785062081094,0.6867327720484188,0.0254439214062066,0.046573314820991
2022-07-05,20175.83,-0.0030083941510253,9.050435367923744e-06,0.0030083941510253,0.0032732884186776,1.2198505082464246,1.2968511066194306,0.9824028965170104,0.6846668091936708,0.024051632823102,-0.0030129284649955
2022-07-06,20564.51,0.0192646349617338,0.0003711261602088,0.0192646349617338,0.0476748863496934,1.0374348736613983,1.1236950946143591,0.8393797616887082,0.697856665343202,0.0248669702461279,0.0190814211736078
2022-07-07,21624.98,0.0500274705414899,0.001404873767318,0.0515679683104532,-0.0030083941510253,1.0870998848607176,1.1566681420578462,0.8732023251823764,0.7338437157468588,0.0296839279500065,0.0498735389059323
2022-07-08,21594.75,-0.0013979203680187,1.9541813553217587e-06,0.0013979203680187,0.0192646349617338,1.9793893383806531,2.020379222809142,2.111487697055038,0.7328178606696737,0.023267770913359,-0.0013988983702493
2022-07-09,21591.83,-0.0001352180506835,1.8283921230647053e-08,0.0001352180506835,0.0500233460316458,1.286362921485348,1.6858784741416812,1.5801066128968333,0.7327187704670479,0.0231126126406161,-0.0001352271934678
2022-07-10,20862.47,-0.0337794434283708,0.0011410507983305,0.0337794434283708,-0.0013979203680187,1.2098211885980368,1.6603312214374817,1.6457119488965803,0.7079679382111509,0.030016042709272,-0.034363151398205
2022-07-11,19963.61,-0.0430850230102188,0.001404873767318,0.0430850230102188,-0.0001352180506835,0.8195563279364999,1.1369236927353104,1.1541206807349242,0.6774651233028263,0.0316162092531798,-0.0440407347468472
2022-07-12,19328.75,-0.0318008616678046,0.0010112948028148,0.0318008616678046,-0.0337794434283708,0.8016403765710327,1.1038731713114014,1.1554599857937304,0.6559211486319109,0.0336561270075168,-0.0323174914457506
2022-07-13,20234.87,0.0468793895104442,0.001404873767318,0.0468793895104442,-0.0430850230102188,1.089039342629673,1.5408317692729814,1.7550913930920335,0.6866703316467642,0.038202785544997,0.0458137289877029
2022-07-14,20588.84,0.0174930701309177,0.0003060075026052,0.0174930701309177,-0.0318008616678046,0.8528533102798662,1.2346462802202742,1.471314127443593,0.6986823039150816,0.0322025982858544,0.0173418276292753
2022-07-15,20830.04,0.0117150844826614,0.0001372432044358,0.0117150844826614,0.0468793895104442,0.8539232707136786,0.9965719397401864,1.2262333536103451,0.7068674261319873,0.0329505715534958,0.0116469941538035
2022-07-16,21195.6,0.0175496542493436,0.0003079903642715,0.0175496542493436,0.0174930701309177,0.7579169384683119,0.8111708755961118,1.0289363075276343,0.719272705060727,0.0340435672173324,0.0173974373889755
2022-07-17,20798.16,-0.0187510615410745,0.0003516023089171,0.0187510615410745,0.0117150844826614,0.7929648911731021,0.7678367050098898,0.996374204840954,0.7057855783033182,0.0320907969033733,-0.0189290917114028
2022-07-18,22432.58,0.0500274705414899,0.001404873767318,0.0530200777573837,0.0175496542493436,1.4654997383112172,1.4474240330051515,1.99769613286424,0.7612496224731156,0.0365633212295694,0.0498735389059323
2022-07-19,23396.62,0.0429749944054582,0.001404873767318,0.0429749944054582,-0.0187510615410745,1.453445596149856,1.483917940445979,2.111487697055038,0.793964320740055,0.0302164451051127,0.0420772010480732
2022-07-20,23223.3,-0.0074079076379408,5.48770955722625e-05,0.0074079076379408,0.0500233460316458,1.2857717123058283,1.263834676877912,1.8515992532833203,0.7880827063841922,0.0314520159468902,-0.0074354824512425
2022-07-21,23152.19,-0.0030620109975757,9.375911349274828e-06,0.0030620109975757,0.0429749944054582,0.9876675457043728,0.9427182917121916,1.404061977261999,0.7856695884702446,0.0326286036104213,-0.0030667085449955
2022-07-22,22684.83,-0.0201864272883038,0.0004074918466659,0.0201864272883038,-0.0074079076379408,0.8976605113419092,0.9559103214608402,1.2779195703016093,0.7698097264499584,0.0355796939039308,-0.0203929573407481
2022-07-23,22451.07,-0.0103046837908858,0.0001061865080301,0.0103046837908858,-0.0030620109975757,0.6383861569350895,0.6959690534577109,0.90085466868409,0.7618770806397431,0.0364383039485162,-0.0103581446266982
2022-07-24,22579.68,0.0057284574855451,3.28152251636986e-05,0.0057284574855451,-0.0201864272883038,0.6034396808636352,0.6776133582543421,0.8417926786468249,0.7662414611053991,0.0345179716303666,0.0057121122651899
2022-07-25,21310.9,-0.0466245046493715,0.001404873767318,0.0530200777573837,-0.0103046837908858,0.9888706960235396,1.0421479203108492,1.277811723170177,0.7231854106644139,0.0298875335544103,-0.0466189427481864
2022-07-26,21254.67,-0.0026385558563929,6.961977007305499e-06,0.0026385558563929,0.0057284574855451,1.045397176633119,1.011546514578042,1.2239038563796387,0.7212772455638473,0.0210356404372526,-0.0026420429802271
2022-07-27,22952.45,0.0500274705414899,0.001404873767318,0.0530200777573837,-0.0468023735171281,1.2699526007648017,1.199310306896234,1.4048811039606068,0.7788914113906228,0.0404199731757653,0.0498735389059323
2022-07-28,23842.93,0.0387967297608751,0.001404873767318,0.0387967297608751,-0.0026385558563929,1.3608595836305524,1.309212209652292,1.5138698179723653,0.8091098509914114,0.04308563422642,0.038063052708388
