date,close,high,low,open,volume,sma_50,sma_200,golden_cross,death_cross,daily_return,rolling_volatility,rolling_vol,returns,egarch_vol
2020-02-21,3337.75,3360.760009765625,3328.449951171875,3360.5,3908780000.0,,,0,0,-0.01051810302712286,0.03913021677845701,0.13555104714294341,-0.01051810302712286,0.7286323351212237
2020-02-24,3225.889892578125,3259.81005859375,3214.64990234375,3257.610107421875,4851160000.0,,,0,0,-0.03351362667122315,0.05165528182844722,0.17893914521231993,-0.03351362667122315,
2020-02-25,3128.2099609375,3246.989990234375,3118.77001953125,3238.93994140625,5596760000.0,,,0,0,-0.030279995565056117,0.05882813017176454,0.20378662074354364,-0.030279995565056117,
2020-02-26,3116.389892578125,3182.510009765625,3108.989990234375,3139.89990234375,5484650000.0,,,0,0,-0.0037785406053220116,0.057174780258011856,0.19805924863692512,-0.0037785406053220116,0.7952565705766419
2020-02-27,2978.760009765625,3097.070068359375,2977.389892578125,3062.5400390625,7064710000.0,,,0,0,-0.04416324258407911,0.06968179963379617,0.24138483465713872,-0.04416324258407911,
2020-02-28,2954.219970703125,2959.719970703125,2855.840087890625,2916.89990234375,8569570000.0,,,0,0,-0.008238340444361891,0.06967808928752778,0.24137198164063767,-0.008238340444361891,0.7878084844743978
2020-03-02,3090.22998046875,3090.9599609375,2945.18994140625,2974.280029296875,6381330000.0,,,0,0,0.046039229006110016,0.08606558297771787,0.29813992500088493,0.046039229006110016,
2020-03-03,3003.3701171875,3136.719970703125,2976.6298828125,3096.4599609375,6376510000.0,,,0,0,-0.028107896121075893,0.08856002286096223,0.30678091822929576,-0.028107896121075893,
2020-03-04,3130.1201171875,3130.969970703125,3034.3798828125,3045.75,5073020000.0,,,0,0,0.04220259077449118,0.09915907023641339,0.34349709536151773,0.04220259077449118,
2020-03-05,3023.93994140625,3083.0400390625,2999.830078125,3075.699951171875,5579290000.0,,,0,0,-0.033922077046888544,0.10259835932889186,0.355411142261698,-0.033922077046888544,
2020-03-06,2972.3701171875,2985.929931640625,2901.5400390625,2954.199951171875,6555240000.0,,,0,0,-0.01705385200037013,0.10211912321068876,0.35375101965059835,-0.01705385200037013,0.8236929292406296
2020-03-09,2746.56005859375,2863.889892578125,2734.429931640625,2863.889892578125,8441290000.0,,,0,0,-0.07596969747745097,0.12366093737821642,0.42837405290132824,-0.07596969747745097,
2020-03-10,2882.22998046875,2882.590087890625,2734.0,2813.47998046875,7642040000.0,,,0,0,0.04939630628156144,0.136781441396888,0.47382481206382987,0.04939630628156144,
2020-03-11,2741.3798828125,2825.60009765625,2707.219970703125,2825.60009765625,7431200000.0,,,0,0,-0.048868445131273974,0.14229562848093621,0.492926516447853,-0.048868445131273974,
2020-03-12,2480.639892578125,2660.949951171875,2478.860107421875,2630.860107421875,8850810000.0,,,0,0,-0.09511268097833658,0.16562542080586212,0.5737432877214573,-0.09511268097833658,
2020-03-13,2711.02001953125,2711.330078125,2492.3701171875,2569.989990234375,8299070000.0,3197.8617919921876,,0,0,0.09287124972971839,0.19634904325001057,0.6801730378531144,0.09287124972971839,
2020-03-16,2386.1298828125,2562.97998046875,2380.93994140625,2508.590087890625,7805450000.0,3180.4273876953125,,0,0,-0.11984055240393443,0.2248494218610766,0.7789012454317459,-0.11984055240393443,
2020-03-17,2529.18994140625,2553.929931640625,2367.0400390625,2425.659912109375,8370250000.0,3166.3141845703126,,0,0,0.05995484974402432,0.2366710090859437,0.8198524248308998,0.05995484974402432,
2020-03-18,2398.10009765625,2453.570068359375,2280.52001953125,2436.5,8799300000.0,3149.3505859375,,0,0,-0.051830762729157875,0.23964371024352513,0.8301501637121995,-0.051830762729157875,
2020-03-19,2409.389892578125,2466.969970703125,2319.780029296875,2393.47998046875,7956100000.0,3132.79478515625,,0,0,0.0047078080405855705,0.23964388267158893,0.8301507610205339,0.0047078080405855705,0.9445393492684877
2020-03-20,2304.919921875,2453.010009765625,2295.56005859375,2431.93994140625,9053950000.0,3113.8321826171873,,0,0,-0.04335951230846191,0.2410073266631492,0.8348738695538477,-0.04335951230846191,
2020-03-23,2237.39990234375,2300.72998046875,2191.860107421875,2290.7099609375,7411380000.0,3093.086181640625,,0,0,-0.02929386782180443,0.24123802072479542,0.835673017225399,-0.02929386782180443,
2020-03-24,2447.330078125,2449.7099609375,2344.43994140625,2344.43994140625,7563150000.0,3076.72578125,,0,0,0.09382773976227554,0.2648352512711466,0.9174162216737921,0.09382773976227554,
2020-03-25,2475.56005859375,2571.419921875,2407.530029296875,2457.77001953125,8300010000.0,3060.474384765625,,0,0,0.011535011448221999,0.26501747216546395,0.9180474533681087,0.011535011448221999,0.9047278467249008
2020-03-26,2630.070068359375,2637.010009765625,2500.719970703125,2501.2900390625,7766990000.0,3047.4127880859373,,0,0,0.062414163303876835,0.2746047442922025,0.9512587382271088,0.062414163303876835,
2020-03-27,2541.469970703125,2615.909912109375,2520.02001953125,2555.8701171875,6201670000.0,3032.45638671875,,0,0,-0.033687352562252526,0.2732857090229567,0.9466894660204908,-0.033687352562252526,
2020-03-30,2626.64990234375,2631.800048828125,2545.280029296875,2558.97998046875,5751120000.0,3018.65318359375,,0,0,0.03351600948370015,0.27607415512188127,0.9563489266555001,0.03351600948370015,
2020-03-31,2584.590087890625,2641.389892578125,2571.14990234375,2614.68994140625,6576210000.0,3003.7525830078125,,0,0,-0.016012721914555605,0.27123426769608633,0.9395830648067187,-0.016012721914555605,0.9336698019633051
2020-04-01,2470.5,2522.75,2447.489990234375,2498.080078125,5964000000.0,2986.7467822265626,,0,0,-0.04414243033166543,0.27302544117350525,0.9457878717428376,-0.04414243033166543,
2020-04-02,2526.89990234375,2533.219970703125,2455.7900390625,2458.5400390625,6464190000.0,2970.8497802734373,,0,0,0.02282934723487151,0.2699886294519619,0.93526804735337,0.02282934723487151,1.0263400155751743
2020-04-03,2488.64990234375,2538.179931640625,2459.9599609375,2514.919921875,6096970000.0,2954.1119775390625,,0,0,-0.015137125124949469,0.2687806035814774,0.9310833229842964,-0.015137125124949469,1.150237792268485
2020-04-06,2663.679931640625,2676.85009765625,2574.570068359375,2578.280029296875,6403840000.0,2941.4761767578125,,0,0,0.07033131865275055,0.2795376786427251,0.9683469240781227,0.07033131865275055,
2020-04-07,2659.409912109375,2756.889892578125,2657.669921875,2738.64990234375,7050410000.0,2929.79177734375,,0,0,-0.0016030527844311804,0.2689647013139204,0.9317210562365956,-0.0016030527844311804,1.2003500207581976
2020-04-08,2749.97998046875,2760.75,2663.300048828125,2685.0,5875710000.0,2919.2665771484376,,0,0,0.03405645287963033,0.2664393214310964,0.9229728837056684,0.03405645287963033,
2020-04-09,2789.820068359375,2818.570068359375,2762.360107421875,2776.989990234375,7899550000.0,2909.59498046875,,0,0,0.014487410153376512,0.2618844013749965,0.9071941777825094,0.014487410153376512,1.1184381235271654
2020-04-13,2761.6298828125,2782.4599609375,2721.169921875,2782.4599609375,5319530000.0,2899.1543798828125,,0,0,-0.010104660822607414,0.24166340460949232,0.8371465902274311,-0.010104660822607414,1.1444411143904138
2020-04-14,2846.06005859375,2851.85009765625,2805.10009765625,2805.10009765625,5615730000.0,2891.5651806640626,,0,0,0.030572589146256046,0.22577977563054186,0.7821240854271999,0.030572589146256046,
2020-04-15,2783.360107421875,2801.8798828125,2761.5400390625,2795.639892578125,5208000000.0,2882.253984375,,0,0,-0.022030438529415775,0.18764795596507147,0.6500315873359024,-0.022030438529415775,1.1473928036935266
2020-04-16,2799.550048828125,2806.510009765625,2764.320068359375,2799.340087890625,5228810000.0,2872.29318359375,,0,0,0.005816689462164515,0.17958939242172645,0.6221159043497106,0.005816689462164515,1.267045682790623
2020-04-17,2874.56005859375,2879.219970703125,2830.8798828125,2842.429931640625,5804810000.0,2863.0905859375,,0,0,0.026793594848223412,0.17016827528898637,0.5894801972737838,0.026793594848223412,
2020-04-20,2823.159912109375,2868.97998046875,2820.429931640625,2845.6201171875,5228630000.0,2852.63818359375,,0,0,-0.01788104803401469,0.172295752738722,0.5968499953435821,-0.01788104803401469,1.191584841000152
2020-04-21,2736.56005859375,2785.5400390625,2727.10009765625,2784.81005859375,5121010000.0,2840.815185546875,,0,0,-0.030674795694063395,0.16873756981668098,0.5845240881363842,-0.030674795694063395,
2020-04-22,2799.31005859375,2815.10009765625,2775.949951171875,2787.889892578125,5084920000.0,2829.7595849609374,,0,0,0.022930247703843776,0.16437062328657942,0.5693965416082393,0.022930247703843776,1.262011986647873
2020-04-23,2797.800048828125,2844.89990234375,2794.260009765625,2810.419921875,5773530000.0,2818.5605859375,,0,0,-0.0005394221197431159,0.1399046891859797,0.48464405977449787,-0.0005394221197431159,1.3474944384168066
2020-04-24,2836.739990234375,2842.7099609375,2791.760009765625,2812.639892578125,5382810000.0,2807.70638671875,,0,0,0.013918057304545428,0.14000906122238085,0.48500561511437035,0.013918057304545428,1.234782586187126
2020-04-27,2878.47998046875,2887.719970703125,2852.889892578125,2854.64990234375,5203930000.0,2797.7971875,,0,0,0.014714069804799612,0.12775569077232213,0.44255869474744064,0.014714069804799612,1.237594251651367
2020-04-28,2863.389892578125,2921.14990234375,2860.7099609375,2909.9599609375,5691160000.0,2787.461787109375,,0,0,-0.005242380698498916,0.12181601942536181,0.421983069641048,-0.005242380698498916,1.2474379731461125
2020-04-29,2939.510009765625,2954.860107421875,2912.159912109375,2918.4599609375,6645640000.0,2778.8461865234376,,0,0,0.026583916282167053,0.12036215935496287,0.4169467506229947,0.026583916282167053,
2020-04-30,2912.429931640625,2930.909912109375,2892.469970703125,2930.909912109375,6544980000.0,2769.371787109375,,0,0,-0.009212446303987654,0.11926125229174571,0.41313309668718756,-0.009212446303987654,1.1906688324497996
2020-05-01,2830.7099609375,2869.090087890625,2821.610107421875,2869.090087890625,4759810000.0,2758.52138671875,,0,0,-0.028059034078492195,0.11308229485271848,0.3917285602427859,-0.028059034078492195,
2020-05-04,2842.739990234375,2844.239990234375,2797.85009765625,2815.010009765625,4735930000.0,2748.6211865234377,,0,0,0.004249827591976452,0.11183434736269635,0.3874055433269931,0.004249827591976452,1.1783872073169457
2020-05-05,2868.43994140625,2898.22998046875,2863.550048828125,2868.8798828125,5140290000.0,2741.4721875,,0,0,0.009040556385797371,0.10965031752348087,0.3798398420334578,0.009040556385797371,1.1021440619551968
2020-05-06,2848.419921875,2891.110107421875,2847.64990234375,2883.139892578125,4892570000.0,2735.87638671875,,0,0,-0.006979410390386298,0.08790342491867412,0.3045063962369194,-0.006979410390386298,1.079649646201761
2020-05-07,2881.18994140625,2901.919921875,2876.47998046875,2878.260009765625,5178790000.0,2731.1723876953124,,0,0,0.011504630788313985,0.08810134561425703,0.30519201363815734,0.011504630788313985,1.0631287496844042
2020-05-08,2929.800048828125,2932.159912109375,2902.8798828125,2908.830078125,4876030000.0,2730.1931884765627,,0,0,0.016871538638701944,0.08350081407621297,0.28925530490672674,0.016871538638701944,1.0691191438099696
2020-05-11,2930.18994140625,2944.25,2903.43994140625,2915.4599609375,4819730000.0,2729.712587890625,,0,0,0.00013307822091168653,0.08268948959092934,0.2864447944468549,0.00013307822091168653,1.1257647729238212
2020-05-12,2870.1201171875,2945.820068359375,2869.590087890625,2939.5,5119630000.0,2725.310390625,,0,0,-0.020500317528877154,0.0849746644626765,0.29436087241094644,-0.020500317528877154,1.03943078945037
2020-05-13,2820.0,2874.139892578125,2793.14990234375,2865.860107421875,6151650000.0,2721.64298828125,,0,0,-0.01746272460422804,0.08152235716423034,0.28240172912244726,-0.01746272460422804,1.1614533187940865
2020-05-14,2852.5,2852.800048828125,2766.639892578125,2794.5400390625,5651130000.0,2716.0905859375,,0,0,0.01152482269503552,0.07899159504684103,0.27363491198406953,0.01152482269503552,1.2326228513082986
2020-05-15,2863.699951171875,2865.010009765625,2816.780029296875,2829.949951171875,5507700000.0,2712.8857861328124,,0,0,0.0039263632504382695,0.07890094397539518,0.2733208874610599,0.0039263632504382695,1.2135752033702547
2020-05-18,2953.909912109375,2968.090087890625,2913.860107421875,2913.860107421875,6373670000.0,2712.51658203125,,0,0,0.03150119163168075,0.08062462891591714,0.2792919072475107,0.03150119163168075,
2020-05-19,2922.93994140625,2964.2099609375,2922.35009765625,2948.590087890625,4984330000.0,2716.0441796875,,0,0,-0.010484399194493177,0.07908760426534768,0.27396749767296646,-0.010484399194493177,1.1294401880670932
2020-05-20,2971.610107421875,2980.2900390625,2953.6298828125,2953.6298828125,5005380000.0,2717.8317822265626,,0,0,0.01665110025908012,0.07257664982480319,0.251412889879388,0.01665110025908012,1.1382027220086277
2020-05-21,2948.510009765625,2978.5,2938.570068359375,2969.949951171875,4976620000.0,2721.974384765625,,0,0,-0.007773596407737116,0.07065970077161635,0.24477238356810666,-0.007773596407737116,1.1819864125987887
2020-05-22,2955.449951171875,2956.760009765625,2933.590087890625,2948.050048828125,3970860000.0,2731.4705859375,,0,0,0.002353711326488428,0.07058440047183287,0.24451153567800632,0.002353711326488428,1.1577793679377981
2020-05-26,2991.77001953125,3021.719970703125,2988.169921875,3004.080078125,5848500000.0,2737.0855859375,,0,0,0.012289184036080147,0.07033156427179456,0.24363568538908834,0.012289184036080147,1.0680353212471454
2020-05-27,3036.1298828125,3036.25,2969.75,3015.64990234375,6398000000.0,2750.0855859375,,0,0,0.014827297215913804,0.07035204722355376,0.2437066404153602,0.014827297215913804,1.0806935671966418
2020-05-28,3029.72998046875,3068.669921875,3023.39990234375,3046.610107421875,5447020000.0,2760.09638671875,,0,0,-0.0021079145460738413,0.07005180700180969,0.2426665777782872,-0.0021079145460738413,1.1156771152646727
2020-05-29,3044.31005859375,3049.169921875,2998.610107421875,3025.169921875,7297550000.0,2773.0205859375,,0,0,0.004812335824971425,0.06552875398990603,0.22699826253439806,0.004812335824971425,1.0502610201558058
2020-06-01,3055.72998046875,3062.179931640625,3031.5400390625,3038.780029296875,4684170000.0,2785.9473876953125,,0,0,0.003751234813537785,0.06452266814397854,0.22351307893055342,0.003751234813537785,0.9970299184529996
2020-06-02,3080.820068359375,3081.070068359375,3051.639892578125,3064.780029296875,5197150000.0,2801.465390625,,0,0,0.008210832780053412,0.056213094740998504,0.19472787228418456,0.008210832780053412,0.9416940170470341
2020-06-03,3122.8701171875,3130.93994140625,3098.89990234375,3098.89990234375,6005560000.0,2819.174794921875,,0,0,0.013648979133831007,0.057017439769451145,0.1975142051963754,0.013648979133831007,0.9341376391225409
2020-06-04,3112.35009765625,3128.909912109375,3090.409912109375,3111.56005859375,6451290000.0,2832.4751953125,,0,0,-0.0033687022311144066,0.05734274711041658,0.1986411028816299,-0.0033687022311144066,0.9794102293655274
2020-06-05,3193.929931640625,3211.719970703125,3163.840087890625,3163.840087890625,8639300000.0,2846.8425927734374,,0,0,0.026211650818398713,0.060222795811472524,0.2086178842386332,0.026211650818398713,
2020-06-08,3232.389892578125,3233.1298828125,3196.0,3199.919921875,8498300000.0,2858.8889892578127,,0,0,0.012041579421169235,0.06028092101897074,0.208819235863808,0.012041579421169235,0.9440599272342134
2020-06-09,3207.179931640625,3222.7099609375,3193.110107421875,3213.320068359375,6410930000.0,2872.2031884765624,,0,0,-0.007799170822611612,0.06047423364645677,0.20948889044890887,-0.007799170822611612,0.9723160446226335
2020-06-10,3190.139892578125,3223.27001953125,3181.489990234375,3213.419921875,6598870000.0,2883.47298828125,,0,0,-0.0053130910724373814,0.06111944827142915,0.2117239794733862,-0.0053130910724373814,0.9786774166953055
2020-06-11,3002.10009765625,3123.530029296875,2999.489990234375,3123.530029296875,7037320000.0,2891.8231884765623,,0,0,-0.05894405927443824,0.08486912426845665,0.2939952704536875,-0.05894405927443824,
2020-06-12,3041.31005859375,3088.419921875,2984.469970703125,3071.0400390625,5845330000.0,2903.2393896484373,,0,0,0.013060843963234703,0.0828678205054843,0.2870625508559937,0.013060843963234703,0.9610841916764121
2020-06-15,3066.590087890625,3079.760009765625,2965.659912109375,2993.760009765625,5757480000.0,2914.033193359375,,0,0,0.008312217041285264,0.0826137439554852,0.2861824038687732,0.008312217041285264,0.9967267487901128
2020-06-16,3124.739990234375,3153.449951171875,3076.06005859375,3131.0,5845810000.0,2926.7549951171877,,0,0,0.01896239819380252,0.08403038763784806,0.2910898015369211,0.01896239819380252,0.9825113417375039
2020-06-17,3113.489990234375,3141.159912109375,3108.030029296875,3136.1298828125,4560450000.0,2935.7511962890626,,0,0,-0.0036002995561740248,0.07930979707517656,0.2747371961443667,-0.0036002995561740248,1.0735749334971105
2020-06-18,3115.340087890625,3120.0,3093.510009765625,3101.639892578125,4448690000.0,2944.8697998046873,,0,0,0.0005942198825281686,0.07814796562945511,0.2707124939567252,0.0005942198825281686,1.0272999161858285
2020-06-19,3097.739990234375,3155.530029296875,3083.110107421875,3140.2900390625,8346650000.0,2951.825,,0,0,-0.005649494809462974,0.07728934913641447,0.2677381591763992,-0.005649494809462974,0.9505459673601402
2020-06-22,3117.860107421875,3120.919921875,3079.389892578125,3094.419921875,4686690000.0,2958.38580078125,,0,0,0.006495095537691675,0.07668627394045012,0.2656490454160096,0.006495095537691675,0.9399090237745481
2020-06-23,3131.2900390625,3154.89990234375,3127.1201171875,3138.699951171875,4711850000.0,2965.77900390625,,0,0,0.004307419569164139,0.0766992355770235,0.2656939458421983,0.004307419569164139,0.9168418309492496
2020-06-24,3050.330078125,3115.010009765625,3032.1298828125,3114.39990234375,5597680000.0,2969.864404296875,,0,0,-0.025855145939064572,0.08114837894813309,0.2811062305800384,-0.025855145939064572,
2020-06-25,3083.760009765625,3086.25,3024.010009765625,3046.60009765625,4847690000.0,2975.87240234375,,0,0,0.010959447267809841,0.08055014479331811,0.2790338866781133,0.010959447267809841,0.8771129781326117
2020-06-26,3009.050048828125,3073.72998046875,3004.6298828125,3073.199951171875,8107850000.0,2980.06240234375,,0,0,-0.024226905044785974,0.08436182576018146,0.2922379368718145,-0.024226905044785974,
2020-06-29,3053.239990234375,3053.889892578125,2999.739990234375,3018.590087890625,4473970000.0,2983.6360009765626,,0,0,0.014685678433118632,0.08554253503240095,0.2963280337687181,0.014685678433118632,0.9043569875687413
2020-06-30,3100.2900390625,3111.510009765625,3047.830078125,3050.199951171875,4705850000.0,2989.178603515625,,0,0,0.015409875731554612,0.08682010668923922,0.3007536718086258,0.015409875731554612,0.9641995256562265
2020-07-01,3115.860107421875,3128.43994140625,3101.169921875,3105.919921875,4449230000.0,2996.7646044921876,,0,0,0.005022132820864389,0.08659504695102781,0.29997404200598515,0.005022132820864389,1.0223760997811073
2020-07-02,3130.010009765625,3165.81005859375,3124.52001953125,3143.639892578125,4197720000.0,3003.378603515625,,0,0,0.004541250844364075,0.08564005879959537,0.29666586600817063,0.004541250844364075,0.9748491985749207
2020-07-06,3179.719970703125,3182.590087890625,3155.2900390625,3155.2900390625,4759160000.0,3011.017001953125,,0,0,0.01588172586745884,0.08693307900735146,0.30114501939826427,0.01588172586745884,0.9294980666250746
2020-07-07,3145.320068359375,3184.14990234375,3142.929931640625,3166.43994140625,4571330000.0,3017.188603515625,,0,0,-0.010818532028197159,0.08356568683318258,0.2894800307289236,-0.010818532028197159,0.9975601746436049
2020-07-08,3169.93994140625,3171.800048828125,3136.530029296875,3153.070068359375,4937310000.0,3023.017802734375,,0,0,0.007827461915415501,0.08300235207446367,0.2875285818813822,0.007827461915415501,1.0290220149586946
2020-07-09,3152.050048828125,3179.780029296875,3115.699951171875,3176.169921875,4843650000.0,3028.791005859375,,0,0,-0.005643606159361103,0.08283847589522467,0.28696089814419773,-0.005643606159361103,1.0058537028561398
2020-07-10,3185.0400390625,3186.820068359375,3136.219970703125,3152.469970703125,4524190000.0,3033.7016064453123,,0,0,0.01046620127324438,0.0834099468048781,0.28894053144533244,0.01046620127324438,0.9875246972989298
2020-07-13,3155.219970703125,3235.320068359375,3149.429931640625,3205.080078125,4902440000.0,3038.5574072265626,,0,0,-0.009362541127788226,0.057178281523206316,0.19807137737534025,-0.009362541127788226,0.9946334477614072
2020-07-14,3197.52001953125,3200.949951171875,3127.659912109375,3141.110107421875,4507140000.0,3045.8936083984377,,0,0,0.013406370782667931,0.05724663610742426,0.1983081646009317,0.013406370782667931,1.0125930923530924
2020-07-15,3226.56005859375,3238.280029296875,3200.760009765625,3225.97998046875,4686830000.0,3053.570009765625,,0,0,0.009082050740923053,0.05733434179362712,0.19861198601016378,0.009082050740923053,1.0440530560929082
2020-07-16,3215.570068359375,3220.389892578125,3198.590087890625,3208.360107421875,3972860000.0,3060.5126123046875,,0,0,-0.0034061012455366413,0.05490209760408994,0.19018644498477863,-0.0034061012455366413,1.0302640252015343
2020-07-17,3224.72998046875,3233.52001953125,3205.64990234375,3224.2099609375,4012850000.0,3068.0388134765626,,0,0,0.002848612194617406,0.054659392745394796,0.189345690691771,0.002848612194617406,0.9882838117234537
2020-07-20,3251.840087890625,3258.610107421875,3215.159912109375,3224.2900390625,3979340000.0,3075.45181640625,,0,0,0.0084069387471426,0.055044251368638455,0.19067888007014905,0.0084069387471426,0.9261970224851485
2020-07-21,3257.300048828125,3277.2900390625,3247.77001953125,3268.52001953125,4556610000.0,3082.00181640625,,0,0,0.0016790373419135474,0.054443633424614536,0.18859827848017507,0.0016790373419135474,0.9225751250325056
2020-07-22,3276.02001953125,3279.320068359375,3253.10009765625,3254.860107421875,4267160000.0,3088.91841796875,,0,0,0.005747082068739751,0.05439056699699305,0.1884144509825419,0.005747082068739751,0.8589464154671903
2020-07-23,3235.659912109375,3279.989990234375,3222.659912109375,3271.639892578125,4296760000.0,3096.2292138671874,,0,0,-0.012319859824193036,0.05629499835184853,0.19501159471481574,-0.012319859824193036,0.8397576565788123
2020-07-24,3215.6298828125,3227.260009765625,3200.050048828125,3218.580078125,3689410000.0,3104.1418115234374,,0,0,-0.006190400054688405,0.04919963872540104,0.17043254797285579,-0.006190400054688405,0.9089448588096829
