date,open,high,low,close,volume,returns,volatility,square_returns,abs_returns,sma7,sma14,sma30,ema7,ema14,ema30,returns_1,returns_2,returns_3,vol_sma7,vol_sma14,vol_sma30,vol_ratio7,vol_ratio14,vol_ratio30,cumulative_returns,log_returns,rolling_volatility_7,rolling_volatility_14,rolling_volatility_30
2022-06-28,20742.57,21212.1,20202.01,20281.29,63801.0832,-0.022237852994037355,0.04510092311140637,0.0004945221057844161,0.022237852994037355,20841.274285714284,20727.49714285714,25166.33966666667,20841.16663989204,21679.45624076913,23875.24076641324,-0.014046440571782393,-0.021083988369187567,0.011936326408380493,69382.47140571427,100784.44801007143,93470.72817653333,0.919556220863378,0.6330449236932303,0.68257821934908,0.6882455943885084,-0.022488841996464615,0.030441202263687878,0.04450797163736027,0.04405912391629848
2022-06-29,20281.28,20432.31,19854.92,20123.01,77309.04379,-0.007804237304431916,0.04510092311140637,6.0906119903886735e-05,0.007804237304431916,20860.562857142857,20551.73214285714,24779.299333333336,20661.62747991903,21471.930075333246,23633.161362128518,-0.022237852994037355,-0.014046440571782393,-0.021083988369187567,67264.6234642857,91965.48731885714,92821.49804953333,1.1493269390119667,0.8406310458831017,0.8328786478833249,0.6828743624461707,-0.007834849739538186,0.027004466602179582,0.04450797163736027,0.04405912391629848
2022-06-30,20123.0,20179.08,18626.0,19942.21,93846.64806,-0.008984739360562877,0.04510092311140637,8.072554137724781e-05,0.008984739360562877,20693.717142857142,20518.93928571429,24384.005,20481.77310993927,21267.967398622146,23395.035467797647,-0.007804237304431916,-0.022237852994037355,-0.014046440571782393,68795.98930714284,91549.27687385713,93868.6157742,1.3641296390261555,1.0250943673679516,0.9997659738133047,0.6767389142835813,-0.009025345538187679,0.013020038954997393,0.037368967752462526,0.04405912391629848
2022-07-01,19942.21,20918.35,18975.0,19279.8,111844.59494,-0.03321647901611702,0.04476599845437579,0.001103334478228142,0.03321647901611702,20414.018571428573,20434.010000000002,24033.137333333336,20181.279832454453,21002.878412139195,23129.53640535909,-0.008984739360562877,-0.007804237304431916,-0.022237852994037355,73712.30769571428,93345.72389599998,94150.24781153332,1.5173123517133187,1.1981758807142608,1.1879373399407998,0.6542600303378909,-0.033780675205104416,0.014424161091744027,0.03829554353391657,0.04405912391629848
2022-07-02,19279.8,19467.39,18977.01,19252.81,46180.3021,-0.00139991078745616,0.04433795029060661,1.9597502128361262e-06,0.00139991078745616,20094.25,20454.154285714285,23659.81033333333,19949.162374340838,20769.535957187305,22879.42502436818,-0.03321647901611702,-0.008984739360562877,-0.007804237304431916,72962.11114714284,82612.77008000002,93790.87690553334,0.6329353876132789,0.5589971387629324,0.4923752034700885,0.6533441246636196,-0.001400891578015262,0.010937357837271757,0.03226223349218982,0.04405912391629848
2022-07-03,19252.82,19647.63,18781.0,19315.83,51087.46631,0.003273288418677689,0.04440302506214867,1.0714417071849485e-05,0.003273288418677689,19848.215714285714,20364.285,23313.66433333333,19790.829280755628,20575.708496229,22649.51566795733,-0.00139991078745616,-0.03321647901611702,-0.008984739360562877,72649.16281428571,77096.09796285714,93691.54420686666,0.7032079150119839,0.6626465886070213,0.5452729671868916,0.6554827084202921,0.0032679428719752934,0.012651638783157525,0.02268711984508818,0.04405912391629848
2022-07-04,19315.83,20354.01,19055.31,20236.71,74814.04601,0.04767488634969341,0.04510092311140637,0.0014048737673180221,0.04767488634969341,19775.95142857143,20340.200714285715,22992.753333333334,19902.29946056672,20530.5086967318,22493.85078615363,0.003273288418677689,-0.00139991078745616,-0.03321647901611702,74126.16920142857,74652.17685357142,95331.41570286667,1.0092798105713816,1.002168311270361,0.7847785062081094,0.6867327720484188,0.04657331482099103,0.02544392140620661,0.026494076262040922,0.04405912391629848
2022-07-05,20236.71,20750.0,19304.4,20175.83,96041.13756,-0.003008394151025384,0.04510092311140637,9.050435367923743e-06,0.003008394151025384,19760.885714285716,20301.079999999998,22667.974,19970.68209542504,20483.218203834225,22344.301058014687,0.04767488634969341,0.003273288418677689,-0.00139991078745616,78731.89125285714,74057.18132928571,97761.4560182,1.2198505082464246,1.2968511066194306,0.9824028965170105,0.6846668091936708,-0.003012928464995568,0.02405163282310206,0.02638472459774916,0.04405912391629848
2022-07-06,20175.84,20675.22,19761.25,20564.51,82439.5808,0.019264634961733806,0.04458396859566803,0.0003711261602088565,0.019264634961733806,19823.957142857143,20342.260000000002,22307.68766666667,20119.139071568778,20494.057109989662,22229.475828465354,-0.003008394151025384,0.04767488634969341,0.003273288418677689,79464.82511142855,73364.72428785714,98214.87789286666,1.0374348736613983,1.1236950946143591,0.8393797616887082,0.697856665343202,0.019081421173607893,0.024866970246127964,0.02496405542057268,0.04405912391629848
2022-07-07,20564.51,21838.1,20251.68,21624.98,85014.58261,0.05002747054148997,0.04510092311140637,0.0014048737673180221,0.051567968310453294,20064.352857142858,20379.035,21991.009333333335,20495.599303676583,20644.84682865771,22190.476097596624,0.019264634961733806,-0.003008394151025384,0.04767488634969341,78203.10147571427,73499.54539142856,97359.54676053333,1.0870998848607176,1.1566681420578462,0.8732023251823764,0.7338437157468588,0.04987353890593238,0.0296839279500065,0.024278431132130372,0.04405912391629848
2022-07-08,21624.99,22527.37,21189.26,21594.75,274757.46712875005,-0.001397920368018779,0.04510092311140637,1.9541813553217587e-06,0.001397920368018779,20395.06,20404.539285714283,21704.00866666667,20770.386977757436,20771.50058483668,22152.042155816198,0.05002747054148997,0.019264634961733806,-0.003008394151025384,119808.38412571428,96760.34591071427,108510.84545153333,1.9793893383806533,2.020379222809142,2.111487697055038,0.7328178606696737,-0.001398898370249313,0.02326777091335902,0.024258272753466786,0.04405912391629848
2022-07-09,21594.75,21980.0,21322.12,21591.83,178417.84468,-0.00013521805068350545,0.04510092311140637,1.828392123064705e-08,0.00013521805068350545,20729.205714285716,20411.727857142858,21420.072,20975.74773331808,20880.87784019179,22115.89943608612,-0.001397920368018779,0.05002334603164581,0.019264634961733806,138699.46163714284,105830.78639214287,112915.06739086666,1.286362921485348,1.6858784741416812,1.5801066128968333,0.7327187704670479,-0.00013522719346781287,0.023112612640616138,0.024063299213463906,0.04405912391629848
2022-07-10,21592.15,21607.65,20655.0,20862.47,192188.21556,-0.0337794434283708,0.04510092311140637,0.0011410507983305035,0.0337794434283708,20950.154285714285,20399.185,21145.758333333335,20947.42829998856,20878.423461499555,22035.03302085476,-0.00013521805068350545,-0.001397920368018779,0.05002334603164581,158856.71152999997,115752.93717214286,116781.19958286667,1.2098211885980368,1.6603312214374815,1.6457119488965803,0.7079679382111509,-0.034363151398205005,0.030016042709272037,0.0251928348067411,0.04405912391629848
2022-07-11,20861.11,20868.48,19875.23,19963.61,137535.40724,-0.04308502301021888,0.04510092311140637,0.0014048737673180221,0.04308502301021888,20911.140000000003,20343.545714285716,20863.722,20701.47372499142,20756.448333299613,21901.392825960906,-0.0337794434283708,-0.00013521805068350545,-0.001397920368018779,167816.90599142856,120971.53759642856,119168.9998592,0.8195563279364999,1.1369236927353104,1.1541206807349242,0.6774651233028263,-0.04404073474684722,0.031616209253179844,0.027582981259599154,0.04405912391629848
2022-07-12,19963.61,20059.42,19240.0,19328.75,139506.45862,-0.0318008616678046,0.04510092311140637,0.0010112948028148442,0.0318008616678046,20790.12857142857,20275.507142857143,20622.196,20358.292793743567,20566.088555526334,21735.4158694473,-0.04308502301021888,-0.0337794434283708,-0.00013521805068350545,174026.23757142856,126379.06441214285,120736.72851956666,0.8016403765710327,1.1038731713114014,1.1554599857937304,0.6559211486319109,-0.03231749144575069,0.03365612700751681,0.02824167598857122,0.04405912391629848
2022-07-13,19331.28,20366.61,18910.94,20234.87,209250.24888,0.046879389510444236,0.0375167080831199,0.0014048737673180221,0.046879389510444236,20743.037142857145,20283.497142857144,20547.11133333333,20327.437095307676,20521.926081456157,21638.606458515216,-0.0318008616678046,-0.04308502301021888,-0.0337794434283708,192142.04729714285,135803.4362042857,119224.7023167,1.089039342629673,1.5408317692729814,1.7550913930920335,0.6866703316467642,0.04581372898770297,0.03820278554499705,0.031094534110410122,0.0377312756196713
2022-07-14,20234.87,20900.0,19616.07,20588.84,174809.21696,0.01749307013091772,0.03761449357883615,0.00030600750260520573,0.01749307013091772,20595.01714285714,20329.685,20495.52566666667,20392.787821480757,20530.847937262002,21570.879590223914,0.046879389510444236,-0.0318008616678046,-0.04308502301021888,204969.8522042857,141586.47684,118811.62132503332,0.8528533102798662,1.2346462802202742,1.471314127443593,0.6986823039150816,0.017341827629275386,0.03220259828585448,0.03127797585537349,0.03784511824475711
2022-07-15,20588.84,21200.0,20382.29,20830.04,143343.3049,0.011715084482661453,0.03747545660750874,0.00013724320443589516,0.011715084482661453,20485.772857142856,20440.41642857143,20437.069666666666,20502.100866110566,20570.740212293735,21523.083487628828,0.01749307013091772,0.046879389510444236,-0.0318008616678046,167864.38526285713,143836.38469428572,116897.2483728,0.8539232707136786,0.9965719397401864,1.2262333536103451,0.7068674261319873,0.011646994153803547,0.0329505715534958,0.029558387043430088,0.037704867205485305
2022-07-16,20830.04,21588.94,20478.61,21195.6,121011.67393,0.017549654249343627,0.03307311248018705,0.00030799036427150484,0.017549654249343627,20429.16857142857,20579.187142857143,20463.546,20675.475649582924,20654.054850654567,21501.955520685035,0.011715084482661453,0.01749307013091772,0.046879389510444236,159663.50372714284,149181.48268214284,117608.51769413333,0.7579169384683119,0.8111708755961118,1.0289363075276343,0.719272705060727,0.01739743738897559,0.03404356721733246,0.029646447804501316,0.03289020578134143
2022-07-17,21195.6,21684.54,20750.01,20798.16,118229.4525,-0.018751061541074532,0.033282950709387936,0.0003516023089171644,0.018751061541074532,20419.981428571427,20685.067857142858,20474.52433333333,20706.146737187195,20673.26887056729,21456.549358060194,0.017549654249343627,0.011715084482661453,0.01749307013091772,149097.96614714287,153977.33883857142,118659.68822313333,0.7929648911731021,0.7678367050098898,0.9963742048409541,0.7057855783033182,-0.01892909171140289,0.032090796903373346,0.03043674586366821,0.0330927314507617
2022-07-18,20799.58,22777.63,20762.45,22432.58,239942.73132,0.05002747054148997,0.03314218433888341,0.0014048737673180221,0.05302007775738379,20772.691428571427,20841.91571428571,20589.917333333335,21137.755052890396,20907.843687824985,21519.51907689502,-0.018751061541074532,0.017549654249343627,0.011715084482661453,163727.58387285713,165772.24493214284,120109.72408300001,1.4654997383112172,1.4474240330051515,1.99769613286424,0.7612496224731156,0.04987353890593238,0.036563321229569457,0.034227124444291025,0.032577424677518875
2022-07-19,22432.58,23800.0,21579.54,23396.62,263770.76574,0.04297499440545827,0.030518408837608164,0.0014048737673180221,0.04297499440545827,21353.815714285713,21071.972142857147,20684.004666666668,21702.471289667796,21239.68052944832,21640.622362256632,0.05002747054148997,-0.018751061541074532,0.017549654249343627,181479.62774714286,177752.93265928567,124624.72040933333,1.453445596149856,1.483917940445979,2.111487697055038,0.793964320740055,0.04207720104807322,0.03021644510511279,0.035281359462992413,0.030144298570810475
2022-07-20,23398.48,24276.74,22906.19,23223.3,238762.17094,-0.007407907637940858,0.03058793011990943,5.48770955722625e-05,0.007407907637940858,21780.734285714287,21261.885714285716,20772.318333333336,22082.678467250847,21504.163125521878,21742.730596949754,0.04297499440545827,0.05002334603164581,-0.018751061541074532,185695.61661285715,188918.831955,128949.16138933334,1.2857717123058285,1.263834676877912,1.8515992532833205,0.7880827063841922,-0.007435482451242592,0.03145201594689024,0.035500891352468054,0.030211217606010254
2022-07-21,23223.3,23442.77,22341.46,23152.19,184817.68191,-0.003062010997575748,0.030613709746724175,9.375911349274828e-06,0.003062010997575748,22146.92714285714,21370.972142857147,20853.273999999998,22350.056350438135,21723.90004211896,21833.663461662676,-0.007407907637940858,0.04297499440545827,0.05002334603164581,187125.39732,196047.62476214283,131630.71495633334,0.9876675457043729,0.9427182917121915,1.4040619772619993,0.7856695884702446,-0.0030667085449955778,0.03262860361042135,0.03349918007612295,0.030232116320879757
2022-07-22,23152.19,23756.49,22500.0,22684.83,171598.43966,-0.020186427288303888,0.030052711698816657,0.00040749184666597984,0.020186427288303888,22411.897142857142,21448.835,20943.16866666667,22433.749762828604,21852.0240365031,21888.577431877988,-0.003062010997575748,-0.007407907637940858,0.04297499440545827,191161.84514285714,179513.11520285712,134279.530299,0.8976605113419092,0.9559103214608402,1.2779195703016093,0.7698097264499584,-0.020392957340748197,0.035579693903930815,0.03415107574755226,0.029647817395227188
2022-07-23,22684.83,23000.77,21934.57,22451.07,122137.77375,-0.010304683790885893,0.02853788154372345,0.00010618650803014646,0.010304683790885893,22591.25,21510.209285714285,20987.866666666665,22438.07982212145,21931.89683163602,21924.867274982636,-0.020186427288303888,-0.003062010997575748,-0.007407907637940858,191322.71654571427,175493.11013642856,135579.88651866667,0.6383861569350895,0.6959690534577109,0.9008546686840901,0.7618770806397431,-0.010358144626698262,0.036438303948516215,0.03434393423807653,0.028175631734448214
2022-07-24,22448.58,23014.64,22257.15,22579.68,115189.67277,0.00572845748554518,0.028536572487680968,3.28152251636986e-05,0.00572845748554518,22845.75285714286,21632.86714285714,21032.599666666665,22473.479866591086,22018.267920751216,21967.11325724182,-0.010304683790885893,-0.020186427288303888,-0.003062010997575748,190888.46229857142,169993.21422285712,136838.53007033333,0.6034396808636352,0.6776133582543421,0.8417926786468249,0.7662414611053991,0.0057121122651899725,0.03451797163036664,0.03263699151754103,0.028174171415916775
2022-07-25,22577.13,22666.0,21250.0,21310.9,180344.76643,-0.04662450464937158,0.03040379764911794,0.0014048737673180221,0.05302007775738379,22685.512857142858,21729.102142857144,21026.590000000004,22182.834899943315,21923.95219798439,21924.77691806493,0.00572845748554518,-0.010304683790885893,-0.020186427288303888,182374.4673142857,173051.0255935714,141135.63302,0.9888706960235397,1.0421479203108492,1.2778117231701773,0.7231854106644139,-0.046618942748186454,0.029887533554410376,0.03441200814834418,0.030141177603996563
2022-07-26,21310.9,21347.82,20706.5,21254.67,177817.24326,-0.0026385558563929434,0.03014476141747229,6.961977007305499e-06,0.0026385558563929434,22379.52,21866.667857142857,21033.809999999998,21950.793674957484,21834.714571586468,21881.544213673646,-0.04662450464937158,0.00572845748554518,-0.010304683790885893,170095.39267428571,175787.51021071427,145286.93764066664,1.045397176633119,1.011546514578042,1.2239038563796387,0.7212772455638473,-0.0026420429802271883,0.02103564043725262,0.032836680001499495,0.029883673325106698
2022-07-27,21254.67,23112.63,21042.53,22952.45,210971.19796,0.05002747054148997,0.033267943777895256,0.0014048737673180221,0.05302007775738379,22340.827142857142,22060.780714285713,21107.473,22201.20775621811,21983.74596204161,21950.63490956567,-0.0026385558563929434,-0.04680237351712814,0.00572845748554518,166125.25367714284,175910.43514499997,150170.144196,1.2699526007648017,1.199310306896234,1.4048811039606068,0.7788914113906228,0.04987353890593238,0.04041997317576533,0.03651558503682776,0.03283467598525493
2022-07-28,22954.31,24199.72,22582.13,23842.93,236029.0741,0.038796729760875115,0.03347956886058678,0.0014048737673180221,0.038796729760875115,22439.50428571429,22293.21571428571,21226.194333333333,22611.638317163583,22231.63716710273,22072.71846378724,0.05002747054148997,-0.0026385558563929434,-0.04680237351712814,173441.16684714286,180283.28208357142,155911.077226,1.3608595836305524,1.309212209652292,1.5138698179723653,0.8091098509914114,0.03806305270838806,0.04308563422642009,0.03729136605938676,0.033050389773476054
